ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,player_1_won,swap,player_1,player_2,player_1_rank,player_2_rank,player_1_points,player_2_points,player_1_odds,player_2_odds
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Rublev A.,Ruusuvuori E.,6.0,46.0,3930.0,941.0,6.0,2.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.33,1.23,4.69,1.27,5.3,1.21,4.49,1,False,Rublev A.,Ruusuvuori E.,6.0,46.0,3930.0,941.0,1.22,4.33
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Shelton B.,Jarry N.,89.0,154.0,604.0,370.0,7.0,6.0,7.0,6.0,7.0,5.0,,,,,3.0,0.0,Completed,1.8,2.0,1.85,2.06,1.9,2.24,1.81,2.01,1,False,Shelton B.,Jarry N.,89.0,154.0,604.0,370.0,1.8,2.0
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Wolf J.J.,Schwartzman D.,67.0,26.0,758.0,1550.0,6.0,1.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.53,2.5,1.49,2.83,1.59,2.83,1.51,2.56,1,False,Wolf J.J.,Schwartzman D.,67.0,26.0,758.0,1550.0,1.53,2.5
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Popyrin A.,Fritz T.,113.0,9.0,506.0,3545.0,6.0,7.0,7.0,6.0,6.0,4.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,6.5,1.11,8.3,1.11,8.3,1.12,7.16,1.1,1,False,Popyrin A.,Fritz T.,113.0,9.0,506.0,3545.0,6.5,1.11
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Humbert U.,Kudla D.,106.0,108.0,523.0,522.0,6.0,2.0,6.0,7.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.44,2.75,1.45,2.97,1.49,2.97,1.44,2.81,0,True,Kudla D.,Humbert U.,108.0,106.0,522.0,523.0,2.75,1.44
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Mmoh M.,Zverev A.,107.0,13.0,523.0,2560.0,6.0,7.0,6.0,4.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,4.5,1.2,5.26,1.2,5.26,1.22,4.73,1.19,0,True,Zverev A.,Mmoh M.,13.0,107.0,2560.0,523.0,1.2,4.5
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Dimitrov G.,Djere L.,28.0,68.0,1395.0,758.0,6.0,3.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.29,3.75,1.27,4.16,1.3,4.35,1.25,3.97,1,False,Dimitrov G.,Djere L.,28.0,68.0,1395.0,758.0,1.29,3.75
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Rune H.,Cressy M.,10.0,41.0,2876.0,992.0,7.0,5.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.17,5.0,1.2,5.21,1.2,5.5,1.18,5.01,1,False,Rune H.,Cressy M.,10.0,41.0,2876.0,992.0,1.17,5.0
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Bautista Agut R.,Holt B.,25.0,215.0,1675.0,255.0,4.0,6.0,2.0,6.0,6.0,3.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.1,7.0,1.1,8.84,1.13,8.84,1.09,7.64,1,False,Bautista Agut R.,Holt B.,25.0,215.0,1675.0,255.0,1.1,7.0
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Bonzi B.,Carreno Busta P.,48.0,15.0,911.0,2420.0,4.0,6.0,4.0,6.0,7.0,6.0,6.0,1.0,7.0,6.0,3.0,2.0,Completed,3.2,1.36,3.41,1.37,3.41,1.4,3.17,1.36,0,True,Carreno Busta P.,Bonzi B.,15.0,48.0,2420.0,911.0,1.36,3.2
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,De Minaur A.,Mannarino A.,24.0,45.0,1710.0,971.0,7.0,6.0,4.0,6.0,6.0,4.0,6.0,1.0,,,3.0,1.0,Completed,1.17,5.0,1.18,5.68,1.19,5.68,1.17,5.13,1,False,De Minaur A.,Mannarino A.,24.0,45.0,1710.0,971.0,1.17,5.0
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Djokovic N.,Couacaud E.,5.0,191.0,5070.0,302.0,6.0,1.0,6.0,7.0,6.0,2.0,6.0,0.0,,,3.0,1.0,Completed,1.01,29.0,1.01,42.0,1.02,42.0,1.01,22.36,0,True,Couacaud E.,Djokovic N.,191.0,5.0,302.0,5070.0,29.0,1.01
5,Melbourne,Australian Open,2023-01-19,Grand Slam,Outdoor,Hard,2nd Round,5.0,Murray A.,Kokkinakis T.,66.0,159.0,770.0,362.0,4.0,6.0,6.0,7.0,7.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,2.38,1.57,2.56,1.58,2.56,1.64,2.42,1.57,1,False,Murray A.,Kokkinakis T.,66.0,159.0,770.0,362.0,2.38,1.57
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Sinner J.,Fucsovics M.,16.0,78.0,2375.0,687.0,4.0,6.0,4.0,6.0,6.0,1.0,6.0,2.0,6.0,0.0,3.0,2.0,Completed,1.1,7.0,1.13,7.22,1.17,7.22,1.11,6.6,1,False,Sinner J.,Fucsovics M.,16.0,78.0,2375.0,687.0,1.1,7.0
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Tsitsipas S.,Griekspoor T.,4.0,63.0,5715.0,789.0,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.1,7.0,1.09,9.21,1.11,9.43,1.09,7.71,0,True,Griekspoor T.,Tsitsipas S.,63.0,4.0,789.0,5715.0,7.0,1.1
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Nishioka Y.,Mcdonald M.,33.0,65.0,1212.0,775.0,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.57,2.38,1.61,2.49,1.61,2.56,1.57,2.41,1,False,Nishioka Y.,Mcdonald M.,33.0,65.0,1212.0,775.0,1.57,2.38
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Auger-Aliassime F.,Cerundolo F.,7.0,29.0,3895.0,1383.0,6.0,1.0,3.0,6.0,6.0,1.0,6.0,4.0,,,3.0,1.0,Completed,1.11,6.5,1.1,8.61,1.13,8.61,1.09,7.38,0,True,Cerundolo F.,Auger-Aliassime F.,29.0,7.0,1383.0,3895.0,6.5,1.11
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Lehecka J.,Norrie C.,71.0,12.0,717.0,2680.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,1.0,6.0,4.0,3.0,2.0,Completed,3.4,1.33,4.04,1.29,4.04,1.34,3.62,1.29,0,True,Norrie C.,Lehecka J.,12.0,71.0,2680.0,717.0,1.33,3.4
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Hurkacz H.,Shapovalov D.,11.0,22.0,2860.0,1830.0,7.0,6.0,6.0,4.0,1.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.91,1.91,1.91,2.0,1.94,2.05,1.89,1.93,1,False,Hurkacz H.,Shapovalov D.,11.0,22.0,2860.0,1830.0,1.91,1.91
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Khachanov K.,Tiafoe F.,20.0,17.0,1885.0,2260.0,6.0,3.0,6.0,4.0,3.0,6.0,7.0,6.0,,,3.0,1.0,Completed,2.0,1.8,2.06,1.86,2.06,1.91,1.98,1.83,0,True,Tiafoe F.,Khachanov K.,17.0,20.0,2260.0,1885.0,1.8,2.0
5,Melbourne,Australian Open,2023-01-20,Grand Slam,Outdoor,Hard,3rd Round,5.0,Korda S.,Medvedev D.,31.0,8.0,1325.0,3860.0,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,4.5,1.2,4.83,1.22,4.83,1.23,4.56,1.2,1,False,Korda S.,Medvedev D.,31.0,8.0,1325.0,3860.0,4.5,1.2
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Rublev A.,Evans D.,6.0,30.0,3930.0,1380.0,6.0,4.0,6.0,2.0,6.0,3.0,,,,,3.0,0.0,Completed,1.3,3.5,1.36,3.46,1.36,3.75,1.31,3.49,0,True,Evans D.,Rublev A.,30.0,6.0,1380.0,3930.0,3.5,1.3
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Rune H.,Humbert U.,10.0,106.0,2876.0,523.0,6.0,4.0,6.0,2.0,7.0,6.0,,,,,3.0,0.0,Completed,1.17,5.0,1.22,4.93,1.22,5.2,1.19,4.71,1,False,Rune H.,Humbert U.,10.0,106.0,2876.0,523.0,1.17,5.0
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,De Minaur A.,Bonzi B.,24.0,48.0,1710.0,911.0,7.0,6.0,6.0,2.0,6.0,1.0,,,,,3.0,0.0,Completed,1.22,4.33,1.23,4.78,1.27,4.78,1.22,4.42,1,False,De Minaur A.,Bonzi B.,24.0,48.0,1710.0,911.0,1.22,4.33
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Paul T.,Brooksby J.,35.0,39.0,1160.0,1010.0,6.0,1.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.67,2.2,1.71,2.27,1.74,2.35,1.68,2.2,0,True,Brooksby J.,Paul T.,39.0,35.0,1010.0,1160.0,2.2,1.67
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Wolf J.J.,Mmoh M.,67.0,107.0,758.0,523.0,6.0,4.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.33,3.4,1.35,3.52,1.42,3.6,1.34,3.29,1,False,Wolf J.J.,Mmoh M.,67.0,107.0,758.0,523.0,1.33,3.4
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Shelton B.,Popyrin A.,89.0,113.0,604.0,506.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,2.3,1.62,2.4,1.65,2.63,1.69,2.34,1.61,0,True,Popyrin A.,Shelton B.,113.0,89.0,506.0,604.0,1.62,2.3
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Bautista Agut R.,Murray A.,25.0,66.0,1675.0,770.0,6.0,1.0,6.0,7.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.37,3.41,1.4,4.0,1.34,3.3,1,False,Bautista Agut R.,Murray A.,25.0,66.0,1675.0,770.0,1.33,3.4
5,Melbourne,Australian Open,2023-01-21,Grand Slam,Outdoor,Hard,3rd Round,5.0,Djokovic N.,Dimitrov G.,5.0,28.0,5070.0,1395.0,7.0,6.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.2,4.5,1.25,4.52,1.25,5.5,1.2,4.59,1,False,Djokovic N.,Dimitrov G.,5.0,28.0,5070.0,1395.0,1.2,4.5
5,Melbourne,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5.0,Korda S.,Hurkacz H.,31.0,11.0,1325.0,2860.0,3.0,6.0,6.0,3.0,6.0,2.0,1.0,6.0,7.0,6.0,3.0,2.0,Completed,1.53,2.5,1.64,2.41,1.65,2.65,1.58,2.4,0,True,Hurkacz H.,Korda S.,11.0,31.0,2860.0,1325.0,2.5,1.53
5,Melbourne,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5.0,Khachanov K.,Nishioka Y.,20.0,33.0,1885.0,1212.0,6.0,0.0,6.0,0.0,7.0,6.0,,,,,3.0,0.0,Completed,1.4,3.0,1.47,2.95,1.53,3.0,1.43,2.86,1,False,Khachanov K.,Nishioka Y.,20.0,33.0,1885.0,1212.0,1.4,3.0
5,Melbourne,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5.0,Lehecka J.,Auger-Aliassime F.,71.0,7.0,717.0,3895.0,4.0,6.0,6.0,3.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,4.5,1.2,4.72,1.23,4.89,1.25,4.34,1.22,0,True,Auger-Aliassime F.,Lehecka J.,7.0,71.0,3895.0,717.0,1.2,4.5
5,Melbourne,Australian Open,2023-01-22,Grand Slam,Outdoor,Hard,4th Round,5.0,Tsitsipas S.,Sinner J.,4.0,16.0,5715.0,2375.0,6.0,4.0,6.0,4.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,2.0,Completed,1.44,2.75,1.51,2.77,1.52,3.11,1.47,2.71,0,True,Sinner J.,Tsitsipas S.,16.0,4.0,2375.0,5715.0,2.75,1.44
5,Melbourne,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5.0,Shelton B.,Wolf J.J.,89.0,67.0,604.0,758.0,6.0,7.0,6.0,2.0,6.0,7.0,7.0,6.0,6.0,2.0,3.0,2.0,Completed,1.91,1.91,2.0,1.9,2.0,2.0,1.93,1.89,0,True,Wolf J.J.,Shelton B.,67.0,89.0,758.0,604.0,1.91,1.91
5,Melbourne,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5.0,Rublev A.,Rune H.,6.0,10.0,3930.0,2876.0,6.0,3.0,3.0,6.0,6.0,3.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,2.1,1.73,2.17,1.78,2.25,1.78,2.12,1.74,0,True,Rune H.,Rublev A.,10.0,6.0,2876.0,3930.0,1.73,2.1
5,Melbourne,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5.0,Paul T.,Bautista Agut R.,35.0,25.0,1160.0,1675.0,6.0,2.0,4.0,6.0,6.0,2.0,7.0,5.0,,,3.0,1.0,Completed,1.73,2.1,1.77,2.18,1.81,2.3,1.73,2.13,1,False,Paul T.,Bautista Agut R.,35.0,25.0,1160.0,1675.0,1.73,2.1
5,Melbourne,Australian Open,2023-01-23,Grand Slam,Outdoor,Hard,4th Round,5.0,Djokovic N.,De Minaur A.,5.0,24.0,5070.0,1710.0,6.0,2.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.2,4.5,1.25,4.51,1.26,4.75,1.21,4.4,1,False,Djokovic N.,De Minaur A.,5.0,24.0,5070.0,1710.0,1.2,4.5
5,Melbourne,Australian Open,2023-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Khachanov K.,Korda S.,20.0,31.0,1885.0,1325.0,7.0,6.0,6.0,3.0,3.0,0.0,,,,,2.0,0.0,Retired,2.0,1.8,2.13,1.8,2.24,1.86,2.07,1.78,0,True,Korda S.,Khachanov K.,31.0,20.0,1325.0,1885.0,1.8,2.0
5,Melbourne,Australian Open,2023-01-24,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Tsitsipas S.,Lehecka J.,4.0,71.0,5715.0,717.0,6.0,3.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.14,5.5,1.18,5.79,1.2,6.0,1.16,5.49,1,False,Tsitsipas S.,Lehecka J.,4.0,71.0,5715.0,717.0,1.14,5.5
5,Melbourne,Australian Open,2023-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Paul T.,Shelton B.,35.0,89.0,1160.0,604.0,7.0,6.0,6.0,3.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.33,3.4,1.33,3.67,1.39,3.67,1.35,3.28,0,True,Shelton B.,Paul T.,89.0,35.0,604.0,1160.0,3.4,1.33
5,Melbourne,Australian Open,2023-01-25,Grand Slam,Outdoor,Hard,Quarterfinals,5.0,Djokovic N.,Rublev A.,5.0,6.0,5070.0,3930.0,6.0,1.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.11,6.5,1.15,6.53,1.18,7.1,1.13,6.25,0,True,Rublev A.,Djokovic N.,6.0,5.0,3930.0,5070.0,6.5,1.11
5,Melbourne,Australian Open,2023-01-27,Grand Slam,Outdoor,Hard,Semifinals,5.0,Tsitsipas S.,Khachanov K.,4.0,20.0,5715.0,1885.0,7.0,6.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.3,3.5,1.3,3.95,1.4,3.95,1.32,3.48,0,True,Khachanov K.,Tsitsipas S.,20.0,4.0,1885.0,5715.0,3.5,1.3
5,Melbourne,Australian Open,2023-01-27,Grand Slam,Outdoor,Hard,Semifinals,5.0,Djokovic N.,Paul T.,5.0,35.0,5070.0,1160.0,7.0,5.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,11.0,1.08,10.57,1.08,12.29,1.05,10.67,1,False,Djokovic N.,Paul T.,5.0,35.0,5070.0,1160.0,1.05,11.0
5,Melbourne,Australian Open,2023-01-29,Grand Slam,Outdoor,Hard,The Final,5.0,Djokovic N.,Tsitsipas S.,5.0,4.0,5070.0,5715.0,6.0,3.0,7.0,6.0,7.0,6.0,,,,,3.0,0.0,Completed,1.2,4.8,1.22,4.85,1.23,5.25,1.2,4.69,0,True,Tsitsipas S.,Djokovic N.,4.0,5.0,5715.0,5070.0,4.8,1.2
6,Cordoba,Cordoba Open,2023-02-06,ATP250,Outdoor,Clay,1st Round,3.0,Zapata Miralles B.,Carballes Baena R.,76.0,77.0,702.0,695.0,6.0,7.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,2.63,1.5,2.58,1.56,2.95,1.56,2.53,1.51,0,True,Carballes Baena R.,Zapata Miralles B.,77.0,76.0,695.0,702.0,1.5,2.63
6,Cordoba,Cordoba Open,2023-02-06,ATP250,Outdoor,Clay,1st Round,3.0,Lajovic D.,Varillas J. P.,89.0,98.0,591.0,541.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.67,2.19,1.75,2.2,1.8,2.13,1.7,0,True,Varillas J. P.,Lajovic D.,98.0,89.0,541.0,591.0,1.67,2.2
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Cerundolo J.M.,Andujar P.,114.0,153.0,460.0,377.0,6.0,4.0,1.0,0.0,,,,,,,1.0,0.0,Retired,1.2,4.5,1.22,4.76,1.25,5.08,1.21,4.35,0,True,Andujar P.,Cerundolo J.M.,153.0,114.0,377.0,460.0,4.5,1.2
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Darderi L.,Gaston H.,200.0,101.0,291.0,533.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.76,2.17,1.76,2.42,1.7,2.13,1,False,Darderi L.,Gaston H.,200.0,101.0,291.0,533.0,1.73,2.1
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Coria F.,Monteiro T.,67.0,78.0,775.0,690.0,6.0,7.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.62,2.3,1.63,2.4,1.67,2.4,1.62,2.26,1,False,Coria F.,Monteiro T.,67.0,78.0,775.0,690.0,1.62,2.3
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Barrios M.,Galan D.E.,212.0,83.0,256.0,614.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.85,2.05,2.0,2.05,1.9,1.89,1,False,Barrios M.,Galan D.E.,212.0,83.0,256.0,614.0,1.8,2.0
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Garin C.,Martinez P.,103.0,72.0,526.0,746.0,7.0,6.0,2.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.8,2.0,1.77,2.16,1.87,2.16,1.77,2.03,1,False,Garin C.,Martinez P.,103.0,72.0,526.0,746.0,1.8,2.0
6,Cordoba,Cordoba Open,2023-02-07,ATP250,Outdoor,Clay,1st Round,3.0,Delbonis F.,Tabilo A.,131.0,146.0,426.0,394.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,2.0,1.89,2.0,1.9,1.96,1.82,0,True,Tabilo A.,Delbonis F.,146.0,131.0,394.0,426.0,1.8,2.0
6,Cordoba,Cordoba Open,2023-02-08,ATP250,Outdoor,Clay,1st Round,3.0,Pella G.,Vavassori A.,1018.0,221.0,10.0,248.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.64,1.54,2.64,1.57,2.48,1.53,0,True,Vavassori A.,Pella G.,221.0,1018.0,248.0,10.0,1.53,2.5
6,Cordoba,Cordoba Open,2023-02-08,ATP250,Outdoor,Clay,1st Round,3.0,Sousa J.,Etcheverry T.,162.0,81.0,362.0,651.0,3.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.75,1.29,3.9,1.29,3.9,1.29,3.65,1.28,1,False,Sousa J.,Etcheverry T.,162.0,81.0,362.0,651.0,3.75,1.29
6,Cordoba,Cordoba Open,2023-02-08,ATP250,Outdoor,Clay,1st Round,3.0,Cecchinato M.,Bagnis F.,93.0,88.0,572.0,595.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.14,1.78,2.2,1.8,2.1,1.72,1,False,Cecchinato M.,Bagnis F.,93.0,88.0,572.0,595.0,2.1,1.73
6,Cordoba,Cordoba Open,2023-02-08,ATP250,Outdoor,Clay,1st Round,3.0,Dellien H.,Cachin P.,138.0,66.0,411.0,777.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.63,2.42,1.65,2.42,1.6,2.3,0,True,Cachin P.,Dellien H.,66.0,138.0,777.0,411.0,2.3,1.62
6,Cordoba,Cordoba Open,2023-02-08,ATP250,Outdoor,Clay,2nd Round,3.0,Barrios M.,Zapata Miralles B.,212.0,76.0,256.0,702.0,5.0,7.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.38,1.57,2.22,1.74,2.4,1.74,2.2,1.66,1,False,Barrios M.,Zapata Miralles B.,212.0,76.0,256.0,702.0,2.38,1.57
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Baez S.,Darderi L.,47.0,200.0,895.0,291.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.52,2.73,1.55,2.78,1.49,2.6,1,False,Baez S.,Darderi L.,47.0,200.0,895.0,291.0,1.44,2.75
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Sousa J.,Garin C.,162.0,103.0,362.0,526.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.24,1.27,4.24,1.33,3.88,1.25,1,False,Sousa J.,Garin C.,162.0,103.0,362.0,526.0,4.0,1.25
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Coria F.,Cecchinato M.,67.0,93.0,775.0,572.0,6.0,3.0,3.0,1.0,,,,,,,1.0,0.0,Retired,1.57,2.38,1.55,2.64,1.62,2.67,1.55,2.43,0,True,Cecchinato M.,Coria F.,93.0,67.0,572.0,775.0,2.38,1.57
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Dellien H.,Pella G.,138.0,1018.0,411.0,10.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.47,2.91,1.48,2.91,1.44,2.76,1,False,Dellien H.,Pella G.,138.0,1018.0,411.0,10.0,1.44,2.75
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Ramos-Vinolas A.,Lajovic D.,54.0,89.0,845.0,591.0,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,1.73,2.1,1.85,2.07,1.85,2.21,1.74,2.08,0,True,Lajovic D.,Ramos-Vinolas A.,89.0,54.0,591.0,845.0,2.1,1.73
6,Cordoba,Cordoba Open,2023-02-09,ATP250,Outdoor,Clay,2nd Round,3.0,Cerundolo F.,Delbonis F.,31.0,131.0,1377.0,426.0,6.0,3.0,3.0,6.0,7.0,5.0,,,,,2.0,1.0,Completed,1.53,2.5,1.6,2.52,1.62,2.61,1.56,2.4,0,True,Delbonis F.,Cerundolo F.,131.0,31.0,426.0,1377.0,2.5,1.53
6,Cordoba,Cordoba Open,2023-02-10,ATP250,Outdoor,Clay,2nd Round,3.0,Cerundolo J.M.,Schwartzman D.,114.0,28.0,460.0,1460.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.05,1.87,2.11,1.87,2.04,1.77,1,False,Cerundolo J.M.,Schwartzman D.,114.0,28.0,460.0,1460.0,2.1,1.73
6,Cordoba,Cordoba Open,2023-02-10,ATP250,Outdoor,Clay,Quarterfinals,3.0,Ramos-Vinolas A.,Sousa J.,54.0,162.0,845.0,362.0,6.0,4.0,2.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.36,3.2,1.4,3.2,1.4,3.26,1.36,3.1,0,True,Sousa J.,Ramos-Vinolas A.,162.0,54.0,362.0,845.0,3.2,1.36
6,Cordoba,Cordoba Open,2023-02-10,ATP250,Outdoor,Clay,Quarterfinals,3.0,Coria F.,Cerundolo F.,67.0,31.0,775.0,1377.0,6.0,3.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.67,2.2,1.7,2.29,1.72,2.35,1.65,2.22,0,True,Cerundolo F.,Coria F.,31.0,67.0,1377.0,775.0,2.2,1.67
6,Cordoba,Cordoba Open,2023-02-10,ATP250,Outdoor,Clay,Quarterfinals,3.0,Baez S.,Barrios M.,47.0,212.0,895.0,256.0,6.0,1.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.36,3.2,1.4,3.22,1.4,3.3,1.36,3.1,1,False,Baez S.,Barrios M.,47.0,212.0,895.0,256.0,1.36,3.2
6,Cordoba,Cordoba Open,2023-02-10,ATP250,Outdoor,Clay,Quarterfinals,3.0,Dellien H.,Cerundolo J.M.,138.0,114.0,411.0,460.0,6.0,7.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,2.3,1.62,2.3,1.69,2.33,1.71,2.23,1.64,1,False,Dellien H.,Cerundolo J.M.,138.0,114.0,411.0,460.0,2.3,1.62
6,Cordoba,Cordoba Open,2023-02-11,ATP250,Outdoor,Clay,Semifinals,3.0,Coria F.,Ramos-Vinolas A.,67.0,54.0,775.0,845.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.82,2.1,1.82,2.13,1.74,2.08,0,True,Ramos-Vinolas A.,Coria F.,54.0,67.0,845.0,775.0,2.1,1.73
